Barcode,Cluster
cell_3743,27
cell_3744,2
cell_3745,2
cell_3746,6
cell_3747,2
cell_3748,24
cell_3749,35
cell_3750,1
cell_3751,1
cell_3752,27
cell_3753,35
cell_3754,25
cell_3755,2
cell_3756,1
cell_3757,19
cell_3758,5
cell_3759,15
cell_3760,15
cell_3761,3
cell_3762,18
cell_3763,24
cell_3764,7
cell_3765,2
cell_3766,2
cell_3767,35
cell_3768,35
cell_3769,35
cell_3770,24
cell_3771,20
cell_3772,1
cell_3773,2
cell_3774,7
cell_3775,10
cell_3776,2
cell_3777,3
cell_3778,18
cell_3779,1
cell_3780,3
cell_3781,2
cell_3782,2
cell_3783,2
cell_3784,32
cell_3785,2
cell_3786,23
cell_3787,7
cell_3788,24
cell_3789,7
cell_3790,25
cell_3791,18
cell_3792,4
cell_3793,1
cell_3794,3
cell_3795,36
cell_3796,19
cell_3797,25
cell_3798,7
cell_3799,2
cell_3800,2
cell_3801,2
cell_3802,2
cell_3803,32
cell_3804,6
cell_3805,2
cell_3806,2
cell_3807,2
cell_3808,3
cell_3809,31
cell_3810,5
cell_3811,2
cell_3812,1
cell_3813,7
cell_3814,25
cell_3815,28
cell_3816,24
cell_3817,17
cell_3818,28
cell_3819,24
cell_3820,14
cell_3821,2
cell_3822,12
cell_3823,7
cell_3824,20
cell_3825,18
cell_3826,25
cell_3827,2
cell_3828,3
cell_3829,14
cell_3830,2
cell_3831,2
cell_3832,10
cell_3833,3
cell_3834,13
cell_3835,1
cell_3836,31
cell_3837,10
cell_3838,22
cell_3839,16
cell_3840,17
cell_3841,4
cell_3842,2
cell_3843,2
cell_3844,35
cell_3845,12
cell_3846,24
cell_3847,1
cell_3848,7
cell_3849,2
cell_3850,8
cell_3851,18
cell_3852,18
cell_3853,29
cell_3854,29
cell_3855,29
cell_3856,15
cell_3857,22
cell_3858,7
cell_3859,24
cell_3860,3
cell_3861,2
cell_3862,6
cell_3863,15
cell_3864,11
cell_3865,24
cell_3866,2
cell_3867,3
cell_3868,8
cell_3869,10
cell_3870,18
cell_3871,3
cell_3872,19
cell_3873,7
cell_3874,2
cell_3875,20
cell_3876,2
cell_3877,7
cell_3878,1
cell_3879,2
cell_3880,35
cell_3881,2
cell_3882,27
cell_3883,2
cell_3884,2
cell_3885,2
cell_3886,24
cell_3887,1
cell_3888,30
cell_3889,2
cell_3890,19
cell_3891,19
cell_3892,3
cell_3893,5
cell_3894,24
cell_3895,10
cell_3896,9
cell_3897,1
cell_3898,7
cell_3899,14
cell_3900,23
cell_3901,2
cell_3902,2
cell_3903,7
cell_3904,6
cell_3905,2
cell_3906,3
cell_3907,2
cell_3908,2
cell_3909,3
cell_3910,3
cell_3911,25
cell_3912,37
cell_3913,6
cell_3914,22
cell_3915,1
cell_3916,12
cell_3917,3
cell_3918,39
cell_3919,1
cell_3920,10
cell_3921,2
cell_3922,35
cell_3923,24
cell_3924,7
cell_3925,2
cell_3926,2
cell_3927,15
cell_3928,1
cell_3929,25
cell_3930,3
cell_3931,10
cell_3932,1
cell_3933,8
cell_3934,1
cell_3935,2
cell_3936,13
cell_3937,11
cell_3938,3
cell_3939,22
cell_3940,6
cell_3941,16
cell_3942,2
cell_3943,7
cell_3944,7
cell_3945,3
cell_3946,2
cell_3947,3
cell_3948,3
cell_3949,2
cell_3950,17
cell_3951,13
cell_3952,10
cell_3953,29
cell_3954,3
cell_3955,8
cell_3956,35
cell_3957,2
cell_3958,7
cell_3959,1
cell_3960,25
cell_3961,5
cell_3962,2
cell_3963,22
cell_3964,2
cell_3965,16
cell_3966,25
cell_3967,37
cell_3968,3
cell_3969,10
cell_3970,2
cell_3971,29
cell_3972,29
cell_3973,1
cell_3974,32
cell_3975,1
cell_3976,29
cell_3977,3
cell_3978,16
cell_3979,18
cell_3980,2
cell_3981,1
cell_3982,2
cell_3983,26
cell_3984,3
cell_3985,14
cell_3986,6
cell_3987,35
cell_3988,26
cell_3989,16
cell_3990,13
cell_3991,3
cell_3992,1
cell_3993,2
cell_3994,12
cell_3995,2
cell_3996,2
cell_3997,24
cell_3998,10
cell_3999,2
cell_4000,18
cell_4001,10
cell_4002,18
cell_4003,2
cell_4004,2
cell_4005,27
cell_4006,27
cell_4007,26
cell_4008,7
cell_4009,35
cell_4010,2
cell_4011,5
cell_4012,3
cell_4013,3
cell_4014,36
cell_4015,36
cell_4016,2
cell_4017,3
cell_4018,18
cell_4019,1
cell_4020,2
cell_4021,14
cell_4022,2
cell_4023,22
cell_4024,35
cell_4025,2
cell_4026,7
cell_4027,2
cell_4028,2
cell_4029,27
cell_4030,2
cell_4031,1
cell_4032,10
cell_4033,2
cell_4034,14
cell_4035,24
cell_4036,24
cell_4037,4
cell_4038,24
cell_4039,1
cell_4040,20
cell_4041,22
cell_4042,2
cell_4043,13
cell_4044,25
cell_4045,2
cell_4046,2
cell_4047,3
cell_4048,14
cell_4049,35
cell_4050,6
cell_4051,26
cell_4052,15
cell_4053,2
cell_4054,2
cell_4055,26
cell_4056,34
cell_4057,3
cell_4058,12
cell_4059,2
cell_4060,7
cell_4061,2
cell_4062,2
cell_4063,3
cell_4064,22
cell_4065,3
cell_4066,1
cell_4067,2
cell_4068,8
cell_4069,6
cell_4070,8
cell_4071,3
cell_4072,7
cell_4073,19
cell_4074,2
cell_4075,26
cell_4076,2
cell_4077,21
cell_4078,3
cell_4079,2
cell_4080,10
cell_4081,35
cell_4082,7
cell_4083,26
cell_4084,22
cell_4085,2
cell_4086,3
cell_4087,1
cell_4088,18
cell_4089,2
cell_4090,3
cell_4091,19
cell_4092,18
cell_4093,19
cell_4094,8
cell_4095,10
cell_4096,24
cell_4097,4
cell_4098,27
cell_4099,3
cell_4100,3
cell_4101,2
cell_4102,19
cell_4103,39
cell_4104,8
cell_4105,25
cell_4106,22
cell_4107,2
cell_4108,16
cell_4109,14
cell_4110,1
cell_4111,7
cell_4112,2
cell_4113,32
cell_4114,25
cell_4115,25
cell_4116,2
cell_4117,3
cell_4118,31
cell_4119,6
cell_4120,35
cell_4121,2
cell_4122,36
cell_4123,22
cell_4124,3
cell_4125,1
cell_4126,22
cell_4127,2
cell_4128,22
cell_4129,10
cell_4130,2
cell_4131,25
cell_4132,8
cell_4133,2
cell_4134,1
cell_4135,6
cell_4136,26
cell_4137,3
cell_4138,9
cell_4139,5
cell_4140,2
cell_4141,24
cell_4142,3
cell_4143,35
cell_4144,35
cell_4145,15
cell_4146,25
cell_4147,2
cell_4148,2
cell_4149,13
cell_4150,16
cell_4151,10
cell_4152,2
cell_4153,24
cell_4154,2
cell_4155,16
cell_4156,3
cell_4157,35
cell_4158,7
cell_4159,27
cell_4160,2
cell_4161,23
cell_4162,15
cell_4163,2
cell_4164,23
cell_4165,7
cell_4166,35
cell_4167,13
cell_4168,13
cell_4169,2
cell_4170,2
cell_4171,21
cell_4172,7
cell_4173,2
cell_4174,2
cell_4175,19
cell_4176,3
cell_4177,31
cell_4178,11
cell_4179,11
cell_4180,3
cell_4181,26
cell_4182,21
cell_4183,6
cell_4184,7
cell_4185,13
cell_4186,6
cell_4187,1
cell_4188,6
cell_4189,7
cell_4190,2
cell_4191,20
cell_4192,16
cell_4193,2
cell_4194,2
cell_4195,35
cell_4196,23
cell_4197,2
cell_4198,2
cell_4199,2
cell_4200,2
cell_4201,2
cell_4202,18
cell_4203,10
cell_4204,2
cell_4205,12
cell_4206,3
cell_4207,16
cell_4208,31
cell_4209,24
cell_4210,2
cell_4211,7
cell_4212,35
cell_4213,2
cell_4214,26
cell_4215,15
cell_4216,21
cell_4217,21
cell_4218,2
cell_4219,2
cell_4220,2
cell_4221,22
cell_4222,2
cell_4223,14
cell_4224,2
cell_4225,19
cell_4226,7
cell_4227,36
cell_4228,12
cell_4229,4
cell_4230,16
cell_4231,3
cell_4232,24
cell_4233,2
cell_4234,2
cell_4235,25
cell_4236,7
cell_4237,35
cell_4238,2
cell_4239,3
cell_4240,27
cell_4241,4
cell_4242,6
cell_4243,2
cell_4244,16
cell_4245,18
cell_4246,4
cell_4247,3
cell_4248,2
cell_4249,16
cell_4250,7
cell_4251,24
cell_4252,3
cell_4253,7
cell_4254,3
cell_4255,21
cell_4256,2
cell_4257,24
cell_4258,1
cell_4259,26
cell_4260,2
cell_4261,10
cell_4262,16
cell_4263,27
cell_4264,26
cell_4265,1
cell_4266,3
cell_4267,2
cell_4268,31
cell_4269,24
cell_4270,21
cell_4271,2
cell_4272,24
cell_4273,7
cell_4274,7
cell_4275,22
cell_4276,7
cell_4277,24
cell_4278,35
cell_4279,10
cell_4280,28
cell_4281,7
cell_4282,15
cell_4283,16
cell_4284,2
cell_4285,15
cell_4286,35
cell_4287,2
cell_4288,16
cell_4289,14
cell_4290,3
cell_4291,24
cell_4292,24
cell_4293,25
cell_4294,20
cell_4295,22
cell_4296,31
cell_4297,2
cell_4298,2
cell_4299,3
cell_4300,14
cell_4301,37
cell_4302,3
cell_4303,7
cell_4304,3
cell_4305,13
cell_4306,10
cell_4307,2
cell_4308,15
cell_4309,16
cell_4310,7
cell_4311,2
cell_4312,20
cell_4313,3
cell_4314,2
cell_4315,3
cell_4316,1
cell_4317,7
cell_4318,3
cell_4319,1
cell_4320,21
cell_4321,16
cell_4322,7
cell_4323,7
cell_4324,7
cell_4325,1
cell_4326,2
cell_4327,2
cell_4328,2
cell_4329,7
cell_4330,3
cell_4331,25
cell_4332,2
cell_4333,25
cell_4334,7
cell_4335,6
cell_4336,3
cell_4337,18
cell_4338,3
cell_4339,4
cell_4340,2
cell_4341,3
cell_4342,2
cell_4343,15
cell_4344,7
cell_4345,12
cell_4346,32
cell_4347,2
cell_4348,2
cell_4349,2
cell_4350,24
cell_4351,2
cell_4352,6
cell_4353,22
cell_4354,8
cell_4355,18
cell_4356,16
cell_4357,20
cell_4358,3
cell_4359,26
cell_4360,10
cell_4361,1
cell_4362,3
cell_4363,9
cell_4364,21
cell_4365,3
cell_4366,6
cell_4367,1
cell_4368,10
cell_4369,2
cell_4370,2
cell_4371,24
cell_4372,25
cell_4373,2
cell_4374,3
cell_4375,7
cell_4376,5
cell_4377,13
cell_4378,36
cell_4379,18
cell_4380,21
cell_4381,21
cell_4382,31
cell_4383,2
cell_4384,9
cell_4385,6
cell_4386,27
cell_4387,7
cell_4388,26
cell_4389,25
cell_4390,38
cell_4391,6
cell_4392,2
cell_4393,14
cell_4394,3
cell_4395,13
cell_4396,7
cell_4397,7
cell_4398,2
cell_4399,2
cell_4400,29
cell_4401,35
cell_4402,2
cell_4403,3
cell_4404,24
cell_4405,5
cell_4406,2
cell_4407,7
cell_4408,7
cell_4409,16
cell_4410,16
cell_4411,2
cell_4412,2
cell_4413,35
cell_4414,27
cell_4415,1
cell_4416,18
cell_4417,1
cell_4418,35
cell_4419,6
cell_4420,35
cell_4421,39
cell_4422,18
cell_4423,3
cell_4424,28
cell_4425,2
cell_4426,2
cell_4427,2
cell_4428,18
cell_4429,18
cell_4430,1
cell_4431,2
cell_4432,1
cell_4433,24
cell_4434,24
cell_4435,30
cell_4436,4
cell_4437,2
cell_4438,2
cell_4439,23
cell_4440,1
cell_4441,3
cell_4442,25
cell_4443,24
cell_4444,1
cell_4445,14
cell_4446,8
cell_4447,1
cell_4448,3
cell_4449,2
cell_4450,2
cell_4451,16
cell_4452,24
cell_4453,12
cell_4454,2
cell_4455,7
cell_4456,2
cell_4457,2
cell_4458,2
cell_4459,32
cell_4460,35
cell_4461,2
cell_4462,5
cell_4463,2
cell_4464,35
cell_4465,15
cell_4466,10
cell_4467,2
cell_4468,2
cell_4469,1
cell_4470,2
cell_4471,2
cell_4472,24
cell_4473,3
cell_4474,2
cell_4475,10
cell_4476,33
cell_4477,25
cell_4478,2
cell_4479,2
cell_4480,1
cell_4481,4
cell_4482,19
cell_4483,7
cell_4484,23
cell_4485,3
cell_4486,2
cell_4487,22
cell_4488,34
cell_4489,3
cell_4490,2
cell_4491,23
cell_4492,23
cell_4493,23
cell_4494,5
cell_4495,10
cell_4496,26
cell_4497,7
cell_4498,3
cell_4499,18
cell_4500,10
cell_4501,34
cell_4502,29
cell_4503,27
cell_4504,1
cell_4505,3
cell_4506,25
cell_4507,1
cell_4508,18
cell_4509,12
cell_4510,22
cell_4511,13
cell_4512,35
cell_4513,34
cell_4514,15
cell_4515,32
cell_4516,8
cell_4517,3
cell_4518,16
cell_4519,3
cell_4520,35
cell_4521,22
cell_4522,1
cell_4523,24
cell_4524,29
cell_4525,25
cell_4526,7
cell_4527,1
cell_4528,10
cell_4529,3
cell_4530,7
cell_4531,38
cell_4532,3
cell_4533,6
cell_4534,1
cell_4535,9
cell_4536,9
cell_4537,35
cell_4538,3
cell_4539,2
cell_4540,7
cell_4541,3
cell_4542,1
cell_4543,3
cell_4544,14
cell_4545,15
cell_4546,35
cell_4547,2
cell_4548,17
cell_4549,1
cell_4550,2
cell_4551,21
cell_4552,1
cell_4553,26
cell_4554,1
cell_4555,6
cell_4556,2
cell_4557,2
cell_4558,2
cell_4559,2
cell_4560,7
cell_4561,35
cell_4562,2
cell_4563,7
cell_4564,2
cell_4565,2
cell_4566,1
cell_4567,3
cell_4568,5
cell_4569,2
cell_4570,2
cell_4571,1
cell_4572,22
cell_4573,18
cell_4574,2
cell_4575,7
cell_4576,3
cell_4577,24
cell_4578,15
cell_4579,15
cell_4580,14
cell_4581,7
cell_4582,18
cell_4583,18
cell_4584,7
cell_4585,26
cell_4586,15
cell_4587,1
cell_4588,4
cell_4589,39
cell_4590,2
cell_4591,5
cell_4592,10
cell_4593,22
cell_4594,39
cell_4595,2
cell_4596,22
cell_4597,24
cell_4598,19
cell_4599,22
cell_4600,14
cell_4601,2
cell_4602,4
cell_4603,3
cell_4604,1
cell_4605,1
cell_4606,3
cell_4607,7
cell_4608,3
cell_4609,39
cell_4610,2
cell_4611,7
cell_4612,18
cell_4613,3
cell_4614,26
cell_4615,23
cell_4616,18
cell_4617,22
cell_4618,23
cell_4619,21
cell_4620,25
cell_4621,1
cell_4622,8
cell_4623,8
cell_4624,23
cell_4625,10
cell_4626,38
cell_4627,39
cell_4628,1
cell_4629,2
cell_4630,7
cell_4631,2
cell_4632,3
cell_4633,7
cell_4634,28
cell_4635,34
cell_4636,3
cell_4637,2
cell_4638,5
cell_4639,2
cell_4640,19
cell_4641,18
cell_4642,25
cell_4643,1
cell_4644,3
cell_4645,2
cell_4646,3
cell_4647,26
cell_4648,4
cell_4649,2
cell_4650,2
cell_4651,1
cell_4652,3
cell_4653,10
cell_4654,3
cell_4655,9
cell_4656,1
cell_4657,9
cell_4658,9
cell_4659,29
cell_4660,3
cell_4661,3
cell_4662,3
cell_4663,29
cell_4664,2
cell_4665,1
cell_4666,22
cell_4667,1
cell_4668,9
cell_4669,2
cell_4670,35
cell_4671,33
cell_4672,9
cell_4673,2
cell_4674,18
cell_4675,16
cell_4676,2
cell_4677,37
cell_4678,7
cell_4679,11
cell_4680,20
cell_4681,20
cell_4682,10
cell_4683,7
cell_4684,39
cell_4685,27
cell_4686,2
cell_4687,26
cell_4688,6
cell_4689,34
cell_4690,23
cell_4691,4
cell_4692,13
cell_4693,7
cell_4694,7
cell_4695,2
cell_4696,2
cell_4697,22
cell_4698,2
cell_4699,2
cell_4700,39
cell_4701,1
cell_4702,35
cell_4703,25
cell_4704,18
cell_4705,23
cell_4706,23
cell_4707,23
cell_4708,23
cell_4709,1
cell_4710,14
cell_4711,7
cell_4712,2
cell_4713,7
cell_4714,1
cell_4715,24
cell_4716,15
cell_4717,2
cell_4718,1
cell_4719,36
cell_4720,2
cell_4721,16
cell_4722,24
cell_4723,3
cell_4724,1
cell_4725,1
cell_4726,1
cell_4727,27
cell_4728,35
cell_4729,2
cell_4730,2
cell_4731,35
cell_4732,3
cell_4733,13
cell_4734,2
cell_4735,29
cell_4736,2
cell_4737,20
cell_4738,4
cell_4739,18
cell_4740,23
cell_4741,2
cell_4742,2
cell_4743,2
cell_4744,19
cell_4745,1
cell_4746,2
cell_4747,21
cell_4748,3
cell_4749,14
cell_4750,14
cell_4751,1
cell_4752,3
cell_4753,3
cell_4754,22
cell_4755,35
cell_4756,12
cell_4757,35
cell_4758,22
cell_4759,10
cell_4760,18
cell_4761,7
cell_4762,24
cell_4763,18
cell_4764,18
cell_4765,2
cell_4766,6
cell_4767,10
cell_4768,18
cell_4769,3
cell_4770,12
cell_4771,10
cell_4772,2
cell_4773,10
cell_4774,7
cell_4775,3
cell_4776,2
cell_4777,8
cell_4778,23
cell_4779,7
cell_4780,2
cell_4781,10
cell_4782,7
cell_4783,2
cell_4784,3
cell_4785,3
cell_4786,2
cell_4787,8
cell_4788,13
cell_4789,8
cell_4790,3
cell_4791,2
cell_4792,7
cell_4793,2
cell_4794,2
cell_4795,4
cell_4796,24
cell_4797,17
cell_4798,7
cell_4799,2
cell_4800,2
cell_4801,16
cell_4802,7
cell_4803,3
cell_4804,10
cell_4805,34
cell_4806,7
cell_4807,22
cell_4808,2
cell_4809,1
cell_4810,14
cell_4811,14
cell_4812,1
cell_4813,16
cell_4814,14
cell_4815,12
cell_4816,7
cell_4817,2
cell_4818,26
cell_4819,25
cell_4820,2
cell_4821,14
cell_4822,2
cell_4823,10
cell_4824,2
cell_4825,7
cell_4826,3
cell_4827,1
cell_4828,24
cell_4829,2
cell_4830,2
cell_4831,8
cell_4832,7
cell_4833,24
cell_4834,15
cell_4835,3
cell_4836,8
cell_4837,10
cell_4838,29
cell_4839,7
cell_4840,3
cell_4841,25
cell_4842,2
cell_4843,2
cell_4844,1
cell_4845,1
cell_4846,1
cell_4847,1
cell_4848,3
cell_4849,8
cell_4850,2
cell_4851,3
cell_4852,3
cell_4853,3
cell_4854,2
cell_4855,12
cell_4856,2
cell_4857,3
cell_4858,2
cell_4859,7
cell_4860,6
cell_4861,2
cell_4862,1
cell_4863,35
cell_4864,3
cell_4865,17
cell_4866,17
cell_4867,5
cell_4868,2
cell_4869,39
cell_4870,8
cell_4871,21
cell_4872,5
cell_4873,29
cell_4874,18
cell_4875,6
cell_4876,2
cell_4877,2
cell_4878,1
cell_4879,7
cell_4880,2
cell_4881,3
cell_4882,1
cell_4883,2
cell_4884,18
cell_4885,2
cell_4886,25
cell_4887,1
cell_4888,3
cell_4889,1
cell_4890,27
cell_4891,2
cell_4892,7
cell_4893,3
cell_4894,10
cell_4895,24
cell_4896,35
cell_4897,7
cell_4898,7
cell_4899,10
cell_4900,1
cell_4901,7
cell_4902,1
cell_4903,18
cell_4904,7
cell_4905,13
cell_4906,2
cell_4907,2
cell_4908,36
cell_4909,2
cell_4910,3
cell_4911,1
cell_4912,2
cell_4913,35
cell_4914,15
cell_4915,3
cell_4916,22
cell_4917,2
cell_4918,27
cell_4919,1
cell_4920,2
cell_4921,27
cell_4922,3
cell_4923,3
cell_4924,31
cell_4925,1
cell_4926,2
cell_4927,2
cell_4928,3
cell_4929,2
cell_4930,12
cell_4931,29
cell_4932,1
cell_4933,26
cell_4934,32
cell_4935,10
cell_4936,39
cell_4937,2
cell_4938,18
cell_4939,1
cell_4940,3
cell_4941,19
cell_4942,3
cell_4943,7
cell_4944,9
cell_4945,7
cell_4946,22
cell_4947,7
cell_4948,27
cell_4949,31
cell_4950,2
cell_4951,13
cell_4952,10
cell_4953,7
cell_4954,7
cell_4955,3
cell_4956,7
cell_4957,22
cell_4958,2
cell_4959,22
cell_4960,24
cell_4961,3
cell_4962,19
cell_4963,32
cell_4964,2
cell_4965,16
cell_4966,2
cell_4967,22
cell_4968,5
cell_4969,19
cell_4970,2
cell_4971,1
cell_4972,27
cell_4973,24
cell_4974,5
cell_4975,25
cell_4976,10
cell_4977,12
cell_4978,2
cell_4979,25
cell_4980,2
cell_4981,22
cell_4982,7
cell_4983,1
cell_4984,25
cell_4985,7
cell_4986,2
cell_4987,3
cell_4988,1
cell_4989,3
cell_4990,1
cell_4991,18
cell_4992,7
cell_4993,2
cell_4994,35
cell_4995,32
cell_4996,12
cell_4997,16
cell_4998,13
cell_4999,4
cell_5000,1
cell_5001,35
cell_5002,3
cell_5003,14
cell_5004,26
cell_5005,18
cell_5006,2
cell_5007,18
cell_5008,23
cell_5009,5
cell_5010,7
cell_5011,2
cell_5012,7
cell_5013,22
cell_5014,2
cell_5015,14
cell_5016,7
cell_5017,25
cell_5018,1
cell_5019,23
cell_5020,35
cell_5021,2
cell_5022,7
cell_5023,7
cell_5024,7
cell_5025,2
cell_5026,12
cell_5027,25
cell_5028,23
cell_5029,23
cell_5030,9
cell_5031,21
cell_5032,3
cell_5033,28
cell_5034,1
cell_5035,27
cell_5036,7
cell_5037,19
cell_5038,3
cell_5039,33
cell_5040,2
cell_5041,31
cell_5042,2
cell_5043,3
cell_5044,31
cell_5045,20
cell_5046,3
cell_5047,3
cell_5048,1
cell_5049,4
cell_5050,2
cell_5051,1
cell_5052,3
cell_5053,14
cell_5054,10
cell_5055,24
cell_5056,16
cell_5057,25
cell_5058,3
cell_5059,2
cell_5060,3
cell_5061,3
cell_5062,29
cell_5063,35
cell_5064,12
cell_5065,1
cell_5066,2
cell_5067,29
cell_5068,25
cell_5069,24
cell_5070,1
cell_5071,13
cell_5072,3
cell_5073,3
cell_5074,35
cell_5075,2
cell_5076,18
cell_5077,2
cell_5078,21
cell_5079,7
cell_5080,3
cell_5081,3
cell_5082,25
cell_5083,7
cell_5084,18
cell_5085,24
cell_5086,14
cell_5087,14
cell_5088,18
cell_5089,35
cell_5090,1
cell_5091,23
cell_5092,24
cell_5093,4
cell_5094,18
cell_5095,1
cell_5096,28
cell_5097,25
cell_5098,27
cell_5099,35
cell_5100,3
cell_5101,19
cell_5102,1
cell_5103,30
cell_5104,15
cell_5105,8
cell_5106,17
cell_5107,1
cell_5108,22
cell_5109,3
cell_5110,1
cell_5111,1
cell_5112,23
cell_5113,2
cell_5114,7
cell_5115,2
cell_5116,3
cell_5117,2
cell_5118,33
cell_5119,25
cell_5120,2
cell_5121,14
cell_5122,14
cell_5123,1
cell_5124,1
cell_5125,3
cell_5126,3
cell_5127,3
cell_5128,32
cell_5129,3
cell_5130,3
cell_5131,20
cell_5132,1
cell_5133,12
cell_5134,2
cell_5135,31
cell_5136,14
cell_5137,24
cell_5138,3
cell_5139,7
cell_5140,2
cell_5141,16
cell_5142,10
cell_5143,3
cell_5144,3
cell_5145,3
cell_5146,2
cell_5147,18
cell_5148,3
cell_5149,2
cell_5150,22
cell_5151,20
cell_5152,39
cell_5153,39
cell_5154,1
cell_5155,3
cell_5156,24
cell_5157,1
cell_5158,1
cell_5159,22
cell_5160,20
cell_5161,20
cell_5162,2
cell_5163,2
cell_5164,1
cell_5165,2
cell_5166,21
cell_5167,3
cell_5168,2
cell_5169,2
cell_5170,27
cell_5171,37
cell_5172,29
cell_5173,2
cell_5174,2
cell_5175,2
cell_5176,21
cell_5177,2
cell_5178,25
cell_5179,3
cell_5180,7
cell_5181,12
cell_5182,10
cell_5183,2
cell_5184,2
cell_5185,14
cell_5186,3
cell_5187,26
cell_5188,2
cell_5189,7
cell_5190,35
cell_5191,2
cell_5192,7
cell_5193,22
cell_5194,31
cell_5195,24
cell_5196,2
cell_5197,25
cell_5198,2
cell_5199,10
cell_5200,35
cell_5201,5
cell_5202,14
cell_5203,2
cell_5204,2
cell_5205,2
cell_5206,2
cell_5207,10
cell_5208,2
cell_5209,18
cell_5210,9
cell_5211,3
cell_5212,7
cell_5213,3
cell_5214,7
cell_5215,24
cell_5216,3
cell_5217,1
cell_5218,20
cell_5219,3
cell_5220,26
cell_5221,22
cell_5222,2
cell_5223,2
cell_5224,2
cell_5225,2
cell_5226,25
cell_5227,3
cell_5228,26
cell_5229,22
cell_5230,27
cell_5231,1
cell_5232,7
cell_5233,1
cell_5234,35
cell_5235,7
cell_5236,28
cell_5237,39
cell_5238,2
cell_5239,2
cell_5240,2
cell_5241,2
cell_5242,1
cell_5243,18
cell_5244,26
cell_5245,15
cell_5246,35
cell_5247,2
cell_5248,7
cell_5249,7
cell_5250,18
cell_5251,3
cell_5252,2
cell_5253,2
cell_5254,7
cell_5255,2
cell_5256,3
cell_5257,2
cell_5258,2
cell_5259,24
cell_5260,2
cell_5261,39
cell_5262,7
cell_5263,12
cell_5264,2
cell_5265,10
cell_5266,26
cell_5267,35
cell_5268,2
cell_5269,7
cell_5270,3
cell_5271,7
cell_5272,2
cell_5273,28
cell_5274,14
cell_5275,3
cell_5276,2
cell_5277,16
cell_5278,35
cell_5279,2
cell_5280,2
cell_5281,2
cell_5282,2
cell_5283,34
cell_5284,3
cell_5285,2
cell_5286,14
cell_5287,1
cell_5288,10
cell_5289,22
cell_5290,2
cell_5291,2
cell_5292,5
cell_5293,1
cell_5294,2
cell_5295,2
cell_5296,3
cell_5297,21
cell_5298,20
cell_5299,26
cell_5300,35
cell_5301,21
cell_5302,2
cell_5303,27
cell_5304,20
cell_5305,1
cell_5306,19
cell_5307,2
cell_5308,18
cell_5309,24
cell_5310,30
cell_5311,3
cell_5312,21
cell_5313,10
cell_5314,18
cell_5315,1
cell_5316,24
cell_5317,7
cell_5318,2
cell_5319,3
cell_5320,26
cell_5321,30
cell_5322,7
cell_5323,35
cell_5324,22
cell_5325,23
cell_5326,3
cell_5327,8
cell_5328,8
cell_5329,29
cell_5330,7
cell_5331,3
cell_5332,3
cell_5333,2
cell_5334,2
cell_5335,3
cell_5336,7
cell_5337,7
cell_5338,2
cell_5339,21
cell_5340,35
cell_5341,22
cell_5342,9
cell_5343,2
cell_5344,2
cell_5345,1
cell_5346,24
cell_5347,10
cell_5348,25
cell_5349,1
cell_5350,3
cell_5351,3
cell_5352,6
cell_5353,35
cell_5354,5
cell_5355,16
cell_5356,25
cell_5357,27
cell_5358,4
cell_5359,3
cell_5360,28
cell_5361,3
cell_5362,24
cell_5363,8
cell_5364,3
cell_5365,7
cell_5366,2
cell_5367,18
cell_5368,10
cell_5369,3
cell_5370,25
cell_5371,2
cell_5372,3
cell_5373,2
cell_5374,22
cell_5375,2
cell_5376,18
cell_5377,22
cell_5378,2
cell_5379,2
cell_5380,2
cell_5381,2
cell_5382,5
cell_5383,7
cell_5384,29
cell_5385,3
cell_5386,23
cell_5387,3
cell_5388,23
cell_5389,3
cell_5390,18
cell_5391,24
cell_5392,7
cell_5393,2
cell_5394,1
cell_5395,2
cell_5396,6
cell_5397,2
cell_5398,3
cell_5399,3
cell_5400,3
cell_5401,34
cell_5402,3
cell_5403,2
cell_5404,14
cell_5405,35
cell_5406,22
cell_5407,7
cell_5408,3
cell_5409,36
cell_5410,2
cell_5411,34
cell_5412,2
cell_5413,7
cell_5414,35
cell_5415,1
cell_5416,2
cell_5417,3
cell_5418,2
cell_5419,1
cell_5420,12
cell_5421,3
cell_5422,2
cell_5423,10
cell_5424,2
cell_5425,35
cell_5426,3
cell_5427,24
cell_5428,2
cell_5429,7
cell_5430,2
cell_5431,15
cell_5432,6
cell_5433,8
cell_5434,38
cell_5435,2
cell_5436,35
cell_5437,26
cell_5438,7
cell_5439,7
cell_5440,35
cell_5441,3
cell_5442,24
cell_5443,1
cell_5444,34
cell_5445,2
cell_5446,7
cell_5447,2
cell_5448,35
cell_5449,39
cell_5450,10
cell_5451,2
cell_5452,22
cell_5453,1
cell_5454,3
cell_5455,3
cell_5456,26
cell_5457,28
cell_5458,2
cell_5459,2
cell_5460,1
cell_5461,3
cell_5462,1
cell_5463,2
cell_5464,3
cell_5465,14
cell_5466,2
cell_5467,1
cell_5468,35
cell_5469,28
cell_5470,9
cell_5471,6
cell_5472,1
cell_5473,14
cell_5474,25
cell_5475,2
cell_5476,1
cell_5477,2
cell_5478,10
cell_5479,6
cell_5480,26
cell_5481,2
cell_5482,14
cell_5483,3
cell_5484,2
cell_5485,8
cell_5486,3
cell_5487,28
cell_5488,18
cell_5489,39
cell_5490,3
